275,24,1056,22704,317052,4,4,4,0,0,FH,Fives Full over Aces,0,5324
276,24,1056,22560,311328,4,4,4,12,12,FH,Fives Full over Kings,0,2237411
277,24,1056,22416,305568,4,4,4,11,11,FH,Fives Full over Queens,0,1822139
278,24,1056,22272,299808,4,4,4,10,10,FH,Fives Full over Jacks,0,1279091
279,24,1056,22128,294048,4,4,4,9,9,FH,Fives Full over Tens,0,1119371
280,24,1056,21984,288252,4,4,4,8,8,FH,Fives Full over Nines,0,704099
281,24,1056,21840,282456,4,4,4,7,7,FH,Fives Full over Eights,0,480491
282,24,1056,21696,276660,4,4,4,6,6,FH,Fives Full over Sevens,0,384659
283,24,1056,21552,270864,4,4,4,5,5,FH,Fives Full over Sixes,0,224939
284,24,1072,22112,279280,4,4,4,3,3,FH,Fives Full over Fours,0,65219
285,24,1072,21968,273364,4,4,4,2,2,FH,Fives Full over Treys,0,33275
286,24,1072,21824,267448,4,4,4,1,1,FH,Fives Full over Deuces,0,11979
287,24,1056,22704,316956,3,3,3,0,0,FH,Fours Full over Aces,0,1372
288,24,1056,22560,311232,3,3,3,12,12,FH,Fours Full over Kings,0,576583
289,24,1056,22416,305472,3,3,3,11,11,FH,Fours Full over Queens,0,469567
290,24,1056,22272,299712,3,3,3,10,10,FH,Fours Full over Jacks,0,329623
291,24,1056,22128,293952,3,3,3,9,9,FH,Fours Full over Tens,0,288463
292,24,1056,21984,288192,3,3,3,8,8,FH,Fours Full over Nines,0,181447
293,24,1056,21840,282396,3,3,3,7,7,FH,Fours Full over Eights,0,123823
294,24,1056,21696,276600,3,3,3,6,6,FH,Fours Full over Sevens,0,99127
295,24,1056,21552,270804,3,3,3,5,5,FH,Fours Full over Sixes,0,57967
296,24,1056,21408,265008,3,3,3,4,4,FH,Fours Full over Fives,0,41503
297,24,1072,21968,273364,3,3,3,2,2,FH,Fours Full over Treys,0,8575
298,24,1072,21824,267448,3,3,3,1,1,FH,Fours Full over Deuces,0,3087
299,24,1056,22704,316860,2,2,2,0,0,FH,Treys Full over Aces,0,500
300,24,1056,22560,311136,2,2,2,12,12,FH,Treys Full over Kings,0,210125
301,24,1056,22416,305376,2,2,2,11,11,FH,Treys Full over Queens,0,171125
302,24,1056,22272,299616,2,2,2,10,10,FH,Treys Full over Jacks,0,120125
303,24,1056,22128,293856,2,2,2,9,9,FH,Treys Full over Tens,0,105125
304,24,1056,21984,288096,2,2,2,8,8,FH,Treys Full over Nines,0,66125
305,24,1056,21840,282336,2,2,2,7,7,FH,Treys Full over Eights,0,45125
306,24,1056,21696,276540,2,2,2,6,6,FH,Treys Full over Sevens,0,36125
307,24,1056,21552,270744,2,2,2,5,5,FH,Treys Full over Sixes,0,21125
308,24,1056,21408,264948,2,2,2,4,4,FH,Treys Full over Fives,0,15125
309,24,1056,21264,259188,2,2,2,3,3,FH,Treys Full over Fours,0,6125
310,24,1072,21824,267448,2,2,2,1,1,FH,Treys Full over Deuces,0,1125
311,24,1056,22704,316764,1,1,1,0,0,FH,Deuces Full over Aces,0,108
312,24,1056,22560,311040,1,1,1,12,12,FH,Deuces Full over Kings,0,45387
313,24,1056,22416,305280,1,1,1,11,11,FH,Deuces Full over Queens,0,36963
314,24,1056,22272,299520,1,1,1,10,10,FH,Deuces Full over Jacks,0,25947
315,24,1056,22128,293760,1,1,1,9,9,FH,Deuces Full over Tens,0,22707
316,24,1056,21984,288000,1,1,1,8,8,FH,Deuces Full over Nines,0,14283
317,24,1056,21840,282240,1,1,1,7,7,FH,Deuces Full over Eights,0,9747
318,24,1056,21696,276480,1,1,1,6,6,FH,Deuces Full over Sevens,0,7803
319,24,1056,21552,270684,1,1,1,5,5,FH,Deuces Full over Sixes,0,4563
320,24,1056,21408,264888,1,1,1,4,4,FH,Deuces Full over Fives,0,3267
321,24,1056,21264,259128,1,1,1,3,3,FH,Deuces Full over Fours,0,1323
322,24,1056,21120,253368,1,1,1,2,2,FH,Deuces Full over Treys,0,675
323,4,184,4140,59980,0,12,11,10,8,F,Ace-High Flush,1,2163242
324,4,180,3960,56020,0,12,11,10,7,F,Ace-High Flush,1,1787026
325,4,176,3784,52236,0,12,11,10,6,F,Ace-High Flush,1,1598918
326,4,172,3612,48624,0,12,11,10,5,F,Ace-High Flush,1,1222702
327,4,168,3444,45176,0,12,11,10,4,F,Ace-High Flush,1,1034594
328,4,164,3280,41900,0,12,11,10,3,F,Ace-High Flush,1,658378
329,4,160,3120,38780,0,12,11,10,2,F,Ace-High Flush,1,470270
330,4,156,2964,35816,0,12,11,10,1,F,Ace-High Flush,1,282162
331,4,184,4140,59976,0,12,11,9,8,F,Ace-High Flush,1,2023678
332,4,180,3960,56020,0,12,11,9,7,F,Ace-High Flush,1,1671734
333,4,176,3784,52236,0,12,11,9,6,F,Ace-High Flush,1,1495762
334,4,172,3612,48624,0,12,11,9,5,F,Ace-High Flush,1,1143818
335,4,168,3444,45176,0,12,11,9,4,F,Ace-High Flush,1,967846
336,4,164,3280,41900,0,12,11,9,3,F,Ace-High Flush,1,615902
337,4,160,3120,38780,0,12,11,9,2,F,Ace-High Flush,1,439930
338,4,156,2964,35816,0,12,11,9,1,F,Ace-High Flush,1,263958
339,4,180,3960,56016,0,12,11,8,7,F,Ace-High Flush,1,1325858
340,4,176,3784,52236,0,12,11,8,6,F,Ace-High Flush,1,1186294
341,4,172,3612,48624,0,12,11,8,5,F,Ace-High Flush,1,907166
342,4,168,3444,45176,0,12,11,8,4,F,Ace-High Flush,1,767602
343,4,164,3280,41900,0,12,11,8,3,F,Ace-High Flush,1,488474
344,4,160,3120,38780,0,12,11,8,2,F,Ace-High Flush,1,348910
345,4,156,2964,35816,0,12,11,8,1,F,Ace-High Flush,1,209346
346,4,176,3784,52232,0,12,11,7,6,F,Ace-High Flush,1,979982
347,4,172,3612,48624,0,12,11,7,5,F,Ace-High Flush,1,749398
348,4,168,3444,45176,0,12,11,7,4,F,Ace-High Flush,1,634106
349,4,164,3280,41900,0,12,11,7,3,F,Ace-High Flush,1,403522
350,4,160,3120,38780,0,12,11,7,2,F,Ace-High Flush,1,288230
351,4,156,2964,35816,0,12,11,7,1,F,Ace-High Flush,1,172938
352,4,172,3612,48620,0,12,11,6,5,F,Ace-High Flush,1,670514
353,4,168,3444,45176,0,12,11,6,4,F,Ace-High Flush,1,567358
354,4,164,3280,41900,0,12,11,6,3,F,Ace-High Flush,1,361046
355,4,160,3120,38780,0,12,11,6,2,F,Ace-High Flush,1,257890
356,4,156,2964,35816,0,12,11,6,1,F,Ace-High Flush,1,154734
357,4,168,3444,45176,0,12,11,5,4,F,Ace-High Flush,1,433862
358,4,164,3280,41900,0,12,11,5,3,F,Ace-High Flush,1,276094
359,4,160,3120,38780,0,12,11,5,2,F,Ace-High Flush,1,197210
